Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,DrawOperationTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\DrawOperationTests.cs,Rectangle_Bounds_Are_Snapped_To_Pixels,The method has 11 parameters. Parameters: x' y' width' height' scaleX' scaleY' penThickness' expectedX' expectedY' expectedWidth' expectedHeight
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,CreateFormattedText,The method has 7 parameters. Parameters: text' typeface' fontSize' textAlignment' wrapping' constraint' spans
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,LoadBitmap,The method has 5 parameters. Parameters: format' data' size' dpi' stride
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockStreamGeometryContext,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,ArcTo,The method has 5 parameters. Parameters: point' size' rotationAngle' isLargeArc' sweepDirection
Long Statement,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Draw_Transparent_Layer_With_Correct_Opacity,The length of the statement  "            context.Verify(x => x.DrawImage(borderLayer' 0.5' It.IsAny<Rect>()' It.IsAny<Rect>()' BitmapInterpolationMode.Default)); " is 120.
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,In_Bounds_Control_Should_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          [Canvas.LeftProperty] = 98'                          [Canvas.TopProperty] = 98'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,In_Bounds_Control_Should_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          [Canvas.LeftProperty] = 98'                          [Canvas.TopProperty] = 98'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,In_Bounds_Control_Should_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          [Canvas.LeftProperty] = 98'                          [Canvas.TopProperty] = 98'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          ClipToBounds = true'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          ClipToBounds = true'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          ClipToBounds = true'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          ClipToBounds = true'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          ClipToBounds = true'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          ClipToBounds = true'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                      })                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,Out_Of_Bounds_Child_Control_Should_Not_Be_Rendered,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      new Canvas                      {                          Width = 100'                          Height = 100'                          [Canvas.LeftProperty] = 50'                          [Canvas.TopProperty] = 50'                          Children =                          {                              (target = new TestControl                              {                                  Width = 10'                                  Height = 10'                                  ClipToBounds = true'                                  [Canvas.LeftProperty] = 50'                                  [Canvas.TopProperty] = 50'                              })                          }                      }                  }              };
Magic Number,Avalonia.Visuals.UnitTests,RenderTests_Culling,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\RenderTests_Culling.cs,RenderTransform_Should_Be_Respected,The following statement contains a magic number: var container = new Canvas              {                  Width = 100'                  Height = 100'                  ClipToBounds = true'                  Children =                  {                      (target = new TestControl                      {                          Width = 10'                          Height = 10'                          [Canvas.LeftProperty] = 110'                          [Canvas.TopProperty] = 110'                          RenderTransform = new TranslateTransform(-100' -100)'                      })                  }              };
