Implementation smell,Namespace,Class,File,Method,Description
Complex Method,LeanIX.Api.Common,ApiClient,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\Common\ApiClient.cs,invokeAPI,Cyclomatic complexity of the method is 17
Long Parameter List,LeanIX.Api.Common,ApiClient,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\Common\ApiClient.cs,invokeAPI,The method has 6 parameters.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getBusinessCapabilities,The length of the statement  "		paramStr = (relations != null && relations is DateTime) ? ((DateTime)(object)relations).ToString ("u") : Convert.ToString (relations); " is 134.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,createProjectHasBusinessCapability,The length of the statement  "	var path = "/businessCapabilities/{ID}/projectHasBusinessCapabilities".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 168.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getProjectHasBusinessCapability,The length of the statement  "	var path = "/businessCapabilities/{ID}/projectHasBusinessCapabilities/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 265.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,updateProjectHasBusinessCapability,The length of the statement  "	var path = "/businessCapabilities/{ID}/projectHasBusinessCapabilities/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 265.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,deleteProjectHasBusinessCapability,The length of the statement  "	var path = "/businessCapabilities/{ID}/projectHasBusinessCapabilities/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 265.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getBusinessObjects,The length of the statement  "		paramStr = (relations != null && relations is DateTime) ? ((DateTime)(object)relations).ToString ("u") : Convert.ToString (relations); " is 134.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getBusinessObjects,The length of the statement  "		paramStr = (filter != null && filter is DateTime) ? ((DateTime)(object)filter).ToString ("u") : Convert.ToString (filter); " is 122.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getBusinessObject,The length of the statement  "	var path = "/businessObjects/{ID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 132.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getBusinessObject,The length of the statement  "		paramStr = (relations != null && relations is DateTime) ? ((DateTime)(object)relations).ToString ("u") : Convert.ToString (relations); " is 134.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateBusinessObject,The length of the statement  "	var path = "/businessObjects/{ID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 132.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteBusinessObject,The length of the statement  "	var path = "/businessObjects/{ID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 132.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasParents,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasParents".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 152.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasParent,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasParents".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 152.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasParent,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasParents/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 249.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasParent,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasParents/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 249.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteFactSheetHasParent,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasParents/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 249.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasChildren,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasChildren".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 153.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasChild,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasChildren".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 153.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasChild,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasChildren/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 250.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasChild,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasChildren/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 250.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteFactSheetHasChild,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasChildren/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 250.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasDocuments,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasDocuments".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 154.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasDocument,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasDocuments".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 154.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasDocument,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasDocuments/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 251.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasDocument,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasDocuments/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 251.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteFactSheetHasDocument,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasDocuments/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 251.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasLifecycles,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasLifecycles".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 155.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasLifecycle,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasLifecycles".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 155.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasLifecycle,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasLifecycles/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 252.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasLifecycle,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasLifecycles/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 252.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteFactSheetHasLifecycle,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasLifecycles/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 252.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getUserSubscriptions,The length of the statement  "	var path = "/businessObjects/{ID}/userSubscriptions".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 150.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createUserSubscription,The length of the statement  "	var path = "/businessObjects/{ID}/userSubscriptions".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 150.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getUserSubscription,The length of the statement  "	var path = "/businessObjects/{ID}/userSubscriptions/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 247.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateUserSubscription,The length of the statement  "	var path = "/businessObjects/{ID}/userSubscriptions/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 247.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteUserSubscription,The length of the statement  "	var path = "/businessObjects/{ID}/userSubscriptions/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 247.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasPredecessors,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasPredecessors".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 157.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasPredecessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasPredecessors".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 157.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasPredecessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasPredecessors/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 254.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasPredecessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasPredecessors/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 254.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteFactSheetHasPredecessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasPredecessors/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 254.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasSuccessors,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasSuccessors".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 155.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasSuccessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasSuccessors".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 155.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasSuccessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasSuccessors/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 252.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasSuccessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasSuccessors/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 252.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,deleteFactSheetHasSuccessor,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasSuccessors/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 252.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasRequiresAll,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasRequires".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 153.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,createFactSheetHasRequires,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasRequires".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())); " is 153.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,getFactSheetHasRequires,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasRequires/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 250.
Long Statement,LeanIX.Api,BusinessObjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessObjectsApi.cs,updateFactSheetHasRequires,The length of the statement  "	var path = "/businessObjects/{ID}/factSheetHasRequires/{relationID}".Replace ("{format}"' "json").Replace ("{" + "ID" + "}"' apiClient.escapeString (ID.ToString ())).Replace ("{" + "relationID" + "}"' apiClient.escapeString (relationID.ToString ())); " is 250.
