Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,HandHistories.Parser.UnitTests.Parsers.HandSummaryParserTests.GeneralHandTests,HandParserGeneralHandTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandSummaryParserTests\GeneralHandTests\HandParserGeneralHandTests.cs,HandParserGeneralHandTests,The method has 8 parameters. Parameters: site' expectedHandId' expectedDateOfHand' expectedDealerButtonPosition' expectedNumberOfPlayers' expectedRake' expectedPotSize' handFile
Long Parameter List,HandHistories.Parser.UnitTests.Utils.AllInActionHelperTests,AllInActionHelperTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Utils\AllInActionHelperTests\AllInActionHelperTests.AllInActionType.cs,TestAllInActionHelper,The method has 5 parameters. Parameters: playerName' amount' street' actions' expectedAllInActionType
Long Identifier,HandHistories.Parser.UnitTests.Parsers.PerformanceTest,HandParserPerformanceTest,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\PerformanceTests\HandParserPerformanceTests.cs,Performance_Parse1000Hands,The length of the parameter ExecutionTimeLessThanFiveSeconds is 32.
Long Statement,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_RaisesReachesCap_Works,The length of the statement  "                GetPokerStarsFastParser().ParseRegularActionLine(@"WANGZHEGL: raises $7.10 to $9.01 and has reached the $10 cap"' 9' Street.Preflop); " is 133.
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_BetsReachesCap_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParseRegularActionLine(@"tzuiop23: bets $62.84 and has reached the $80 cap"' 8' Street.Preflop);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_BetsReachesCap_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("tzuiop23"' HandActionType.BET' 62.84m' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Raise_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParseRegularActionLine(@"chrisvb75: raises $2 to $3.55"' 9' Street.Preflop);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Raise_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("chrisvb75"' HandActionType.RAISE' 3.55m' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_RaiseAllIn_Works,The following statement contains a magic number: HandAction handAction =                   GetPokerStarsFastParser().ParseRegularActionLine(@"Piotr280688: raises $8.32 to $12.88 and is all-in"' 11' Street.Flop);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_RaiseAllIn_Works,The following statement contains a magic number: Assert.AreEqual(new AllInAction("Piotr280688"' 12.88m' Street.Flop' true)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_BetsAllIn_Works,The following statement contains a magic number: HandAction handAction =                   GetPokerStarsFastParser().ParseRegularActionLine(@"zeranex88: bets $3.03 and is all-in"' 9' Street.Flop);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_BetsAllIn_Works,The following statement contains a magic number: Assert.AreEqual(new AllInAction("zeranex88"' 3.03m' Street.Flop' false)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_CallsAllIn_Works,The following statement contains a magic number: HandAction handAction =                   GetPokerStarsFastParser().ParseRegularActionLine(@"Fjell_konge: calls $7.56 and is all-in"' 11' Street.Flop);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_CallsAllIn_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("Fjell_konge"' HandActionType.CALL' 7.56m' Street.Flop' true)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Calls_Works,The following statement contains a magic number: HandAction handAction =                 GetPokerStarsFastParser().ParseRegularActionLine(@"MECO-LEO: calls $1.23"' 8' Street.Turn);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Calls_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("MECO-LEO"' HandActionType.CALL' 1.23m' Street.Turn)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Checks_Works,The following statement contains a magic number: HandAction handAction =                 GetPokerStarsFastParser().ParseRegularActionLine(@"Piotr280688: checks"' 11' Street.Turn);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Bets_Works,The following statement contains a magic number: HandAction handAction =                 GetPokerStarsFastParser().ParseRegularActionLine(@"MS13ZEN: bets $1.76"' 7' Street.River);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Bets_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("MS13ZEN"' HandActionType.BET' 1.76m' Street.River)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_SmallBlind_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParsePostingActionLine(@"bingo185: posts small blind $2.55"' 8' false' false);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_SmallBlind_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("bingo185"' HandActionType.SMALL_BLIND' 2.55m' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_BigBlind_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParsePostingActionLine(@"gaydaddy: posts big blind $1.23"' 8' true' false);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_BigBlind_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("gaydaddy"' HandActionType.BIG_BLIND' 1.23m' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_Ante_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParsePostingActionLine(@"DallasAP2: posts the ante $1.05"' 9' true' true);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_Ante_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("DallasAP2"' HandActionType.ANTE' 1.05m' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_PostDead_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParsePostingActionLine(@"fertre: posts small & big blinds $1.75"' 6' true' true);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParsePostingActionLine_PostDead_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("fertre"' HandActionType.POSTS' 1.75m' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_Folds_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParseRegularActionLine(@"gaydaddy: folds"' 8' Street.Preflop);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseUncalledBetLine_Works,The following statement contains a magic number: Assert.AreEqual(new HandAction("woeze lenpip"' HandActionType.UNCALLED_BET' 6' Street.Preflop)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_WithSidePot_Works,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("templargio"' HandActionType.WINS_SIDE_POT' 6.08m' 2)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_WithSidePot_Works,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("templargio"' HandActionType.WINS_SIDE_POT' 6.08m' 2)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_Works,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("alecc frost"' HandActionType.WINS' 1.25m' 0)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_WithColon_Works,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("wo_olly :D"' HandActionType.WINS' 0.57m' 0)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_MainPot_Works,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("bozzoTHEclow"' HandActionType.WINS' 245.23m' 0)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_SidePot,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("bozzoTHEclow"' HandActionType.WINS_SIDE_POT' 136.82m' 1)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_SidePot1,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("CinderellaBD"' HandActionType.WINS_SIDE_POT' 8.90m' 1)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_SidePot2,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("CinderellaBD"' HandActionType.WINS_SIDE_POT' 7m' 2)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseCollectedLine_SidePot2,The following statement contains a magic number: Assert.AreEqual(new WinningsAction("CinderellaBD"' HandActionType.WINS_SIDE_POT' 7m' 2)' handAction);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseMiscShowdownLine_DoesntShow_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParseMiscShowdownLine(@"woezelenpip: doesn't show hand"' 11);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseMiscShowdownLine_Mucks_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParseMiscShowdownLine(@"Fjell_konge: mucks hand"' 11);
Magic Number,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseMiscShowdownLine_Shows_Works,The following statement contains a magic number: HandAction handAction =                  GetPokerStarsFastParser().ParseMiscShowdownLine(@"RECHUK: shows [Ac Qh] (a full house' Aces full of Queens)"' 6);
